Currency,,Amount Owned,Price,Value,Percent of portfolio,Total Portfolio Value
RAWCOIN,0.00098762,,,,,
RBTC,8946.40666,,,,,
RC20,0.00004413,,,,,
RCCC,0.0051788,,,,,
RCHAIN,0.02185054,,,,,
RCN,0.0591481,,,,,
RCOIN,0.34135633,,,,,
RDCT,0.01382664,,,,,
RDD,0.00107152,,,,,
RDN,0.18489717,,,,,
RED,0.00195562,,,,,
REDI,0.0003323,,,,,
REEX,0.0037709,,,,,
REL,0.00000499,,,,,
REM,0.00119939,,,,,
REN,0.13923776,,,,,
REOSC,0.00017957,,,,,
REP,15.40368383,,,,,
REQ,0.02490329,,,,,
RES,0.0027731,,,,,
RESQ,0.00008978,,,,,
REV2,0.00035913,,,,,
REW,0.18532339,,,,,
RFOX,0.00194627,,,,,
RFR,0.00046505,,,,,
RHEA,0.12710544,,,,,
RIF,0.07956447,,,,,
RIL,0.00026935,,,,,
RIT,0.04412514,,,,,
RITO,0.00009255,,,,,
RLC,0.55722071,,,,,
RLX,0.00007501,,,,,
RM,0.00860445,,,,,
RMC,0.1256967,,,,,
RMESH,0.00156424,,,,,
RNDR,0.07919902,,,,,
RNTB,0.00005516,,,,,
RNX,0.00327315,,,,,
ROCK2,0.04538933,,,,,
ROCO,0.01445512,,,,,
ROI,0.00044892,,,,,
ROOBEE,0.00355974,,,,,
ROOK,0.00008978,,,,,
ROX,0.01638981,,,,,
RPC,0.0118514,,,,,
RPD,0.00005088,,,,,
RPI,0.00002694,,,,,
RPL,1.74392128,,,,,
RPZX,0.00074075,,,,,
RRT,0.030687,,,,,
RSP,0.00007183,,,,,
RSR,0.00558802,,,,,
RTE,0.0008243,,,,,
RTH,0.48926496,,,,,
RTO,0.00134675,,,,,
RUB2,0.00022283,,,,,
RUFF,0.0055328,,,,,
RUNE,0.32806846,,,,,
RUPX,0.00030526,,,,,
RVN,0.01817493,,,,,
RXCC,0.00000002,,,,,
RYO2,0.0085142,,,,,
RZB,0.00000007,,,,,
S4F,0.0064644,,,,,
SAFECOIN,0.03753624,,,,,
SAGA,0.00143653,,,,,
SAI,1.17299412,,,,,
SAIT,0.0104709,,,,,
SALT,0.06061838,,,,,
SAN,0.12116064,,,,,
SAP,0.00044892,,,,,
SAPP,0.00484744,,,,,
SAPPCHAIN,0.00003971,,,,,
SARGOLD,3.7947159,,,,,
SATX,0.00108196,,,,,
SBD2,0.98450169,,,,,
SBE,0.00112836,,,,,
SBP,0.00331471,,,,,
SBTC,0.18876018,,,,,
SC,0.00267299,,,,,
SCAP,0.55081804,,,,,
SCBC,0.03309386,,,,,
SCC,0.00007479,,,,,
SCCN,0.00466873,,,,,
SCOL,0.00287664,,,,,
SCP,0.01059444,,,,,
SCRIV,0.00089783,,,,,
SCSX,0.07164712,,,,,
SCTCOIN,0.00493808,,,,,
SCV,0.00002217,,,,,
SDGO,0.00000126,,,,,
SDS,0.000706,,,,,
SEAD,0.00192386,,,,,
SEAL,0.00069364,,,,,
SEELE,0.00603801,,,,,
SEKO,0.00035913,,,,,
SEM,0.05800005,,,,,
SEND,0.00428938,,,,,
SENSO,0.20240511,,,,,
SENT,0.00128319,,,,,
SEOL,0.00001765,,,,,
SET,0.08960379,,,,,
SFT,0.00375184,,,,,
SFX,0.00851639,,,,,
SGA,1.38598687,,,,,
SGW,125.6,,,,,
SHA,0.00064431,,,,,
SHARK,0.00021403,,,,,
SHB,0.02352366,,,,,
SHE,0.00058984,,,,,
SHIP,0.01578056,,,,,
SHK,0.00132375,,,,,
SHVR,0.00019752,,,,,
SIAMBITCOIN,41.30034447,,,,,
SIB,0.0180487,,,,,
SIERRA,0.01149227,,,,,
SIG,0.00002133,,,,,
SILK,0.00072661,,,,,
SIM,0.00004489,,,,,
SIN,0.00287512,,,,,
SINS,0.03370613,,,,,
SIX,0.00840093,,,,,
SKB,0.00118977,,,,,
SKC,0.00001662,,,,,
SKI,0.03652793,,,,,
SKIN,0.00043904,,,,,
SKM,0.00183701,,,,,
SKP,0.00013238,,,,,
SKRT,0.0026935,,,,,
SKT,0.00012026,,,,,
SKY,0.4847909,,,,,
SLD,0.02307432,,,,,
SLM,0.00026935,,,,,
SLOPPS,0.00143653,,,,,
SLS,7.8779313,,,,,
SLT2,0.00035913,,,,,
SLV,0.00008978,,,,,
SMART,0.00291729,,,,,
SMT,0.00342723,,,,,
SNB,0.16983465,,,,,
SNC,0.02669087,,,,,
SNG,0.01805416,,,,,
SNGLS,0.01032584,,,,,
SNL,0.0132426,,,,,
SNM,0.00843964,,,,,
SNO,0.00017957,,,,,
SNOV,0.0033827,,,,,
SNPC,0.00722329,,,,,
SNT,0.02138408,,,,,
SNTR,0.00000222,,,,,
SNX,1.69014411,,,,,
SOC,0.00391897,,,,,
SOCKS,161.5038921,,,,,
SOFTCHAIN,0.00004997,,,,,
SOLO,0.20102792,,,,,
SOLVE,0.12686192,,,,,
SON,649.2391604,,,,,
SONIQ,0.00026935,,,,,
SONO,0.0010774,,,,,
SORA,0.44746368,,,,,
SOUL,0.04200226,,,,,
SOV,0.00035913,,,,,
SOVE,0.00156223,,,,,
SPANK,0.00265143,,,,,
SPAREPART,0.0000885,,,,,
SPC,0.00215157,,,,,
SPDX,0.00000662,,,,,
SPEX,0.00000221,,,,,
SPHERE,0.00055818,,,,,
SPHR,0.04893193,,,,,
SPIKE,0.00233437,,,,,
SPN,0.00183905,,,,,
SPND,0.00089517,,,,,
SPRK,0.00219743,,,,,
SPRKL,0.04949327,,,,,
SPRTZ,0.00000359,,,,,
SPT,0.00000929,,,,,
SPZ,0.00000883,,,,,
SQR,0.00011252,,,,,
SRCOIN,0.00001347,,,,,
SREUR,0.00053598,,,,,
SRK,0.00016996,,,,,
SRN,0.01008441,,,,,
SS,0.00650559,,,,,
SSF,0.00251393,,,,,
SSP,0.00006649,,,,,
SSX,0.00393765,,,,,
STAKECUBE,0.16161004,,,,,
STAR,0.00286776,,,,,
STEEM,0.19813741,,,,,
STEEP,0.00017957,,,,,
STIPS,0.00040403,,,,,
STK,0.00198971,,,,,
STKCOIN,0.02882046,,,,,
STMX,0.00184608,,,,,
STO,0.00000244,,,,,
STONE,0.00080805,,,,,
STORJ,0.14840533,,,,,
STPT,0.01298121,,,,,
STPX,0.00003591,,,,,
STR,0.00098762,,,,,
STRAT,0.44066383,,,,,
STREAMIT,0.00368112,,,,,
STRMS,0.78461676,,,,,
STRX,0.00882282,,,,,
STT,0.00008978,,,,,
STX,0.01016795,,,,,
SUB,0.00288121,,,,,
SUGAR,0.00062848,,,,,
SUM,117.165031,,,,,
SUMO,0.06124402,,,,,
SUPER,0.0008995,,,,,
SUPERTRON,0.00000269,,,,,
SUR,0.24328663,,,,,
SUSD,0.99529433,,,,,
SVR,0.55476888,,,,,
SWACE,0.00062848,,,,,
SWAMP,0.00188545,,,,,
SWAT,0.00007527,,,,,
SWC,0.0001412,,,,,
SWET,0.00022446,,,,,
SWFTC,0.00106071,,,,,
SWIFT,0.00060315,,,,,
SWING,0.03070591,,,,,
SWIPP,0.00242415,,,,,
SWL,0.0000011,,,,,
SWM,0.01722579,,,,,
SWT,0.04709065,,,,,
SWTH,0.00781236,,,,,
SXC,0.00152632,,,,,
SXCC,0.00933747,,,,,
SXDT,0.11671836,,,,,
SXP,0.50239978,,,,,
SXUT,0.0617752,,,,,
SYM,0.06464333,,,,,
SYS,0.02884225,,,,,
T9,0.00203196,,,,,
TAC,0.00143407,,,,,
TAG,0.00475852,,,,,
TAGZ5,0.05736268,,,,,
TAJ,0.00197523,,,,,
TAN,0.00117632,,,,,
TAO,0.03178331,,,,,
TAPE,145.2069901,,,,,
TAT,0.00047876,,,,,
TAU,0.01702539,,,,,
TAVITT,0.1364707,,,,,
TBC2,0.00006619,,,,,
TCASH,0.00565909,,,,,
TCAT,0.00084276,,,,,
TCC,0.00176506,,,,,
TCH,0.00082293,,,,,
TCO,0.02962851,,,,,
TCT,0.00630171,,,,,
TCZ,0.0075418,,,,,
TDN,0.33991979,,,,,
TDP,0.00572167,,,,,
TDX,0.27321076,,,,,
TEAM,0.04400263,,,,,
TEL,0.00022185,,,,,
TELOS,0.00992341,,,,,
TEM,0.14670601,,,,,
TEN,0.00424197,,,,,
TENA,0.02962851,,,,,
TER,0.00511765,,,,,
TERA,0.00183017,,,,,
TFD,0.00830424,,,,,
TFG1,2.15758387,,,,,
TFTN,0.00008978,,,,,
TFUEL,0.0080481,,,,,
TGC,0.00188545,,,,,
TGN,0.0016498,,,,,
THAR,0.00074351,,,,,
THETA,0.21087622,,,,,
THEX,0.00619505,,,,,
THREEFOLD,0.14523032,,,,,
THRN,0.0048483,,,,,
THRT,0.00296285,,,,,
THS,0.00610527,,,,,
THX,0.00053788,,,,,
THX2,0.01795667,,,,,
TIANTIAN,0.70928852,,,,,
TILY,0.00194592,,,,,
TIME,2.21563186,,,,,
TIPS,0.00000221,,,,,
TIV,1.32134167,,,,,
TKN,0.34825096,,,,,
TKO,0.18587952,,,,,
TKP,0.01105335,,,,,
TKT,0.0005387,,,,,
TKTS,0.00000221,,,,,
TKX,0.94389508,,,,,
TKY,0.00023528,,,,,
TLC,0.03981817,,,,,
TLR,0.00116783,,,,,
TLS,0.01102678,,,,,
TLX,0.00008978,,,,,
TMED,0.00017363,,,,,
TNB,0.00376495,,,,,
TNC,0.0011627,,,,,
TNET,0.03663886,,,,,
TNJ,0.00062848,,,,,
TNS,0.00186158,,,,,
TNT,0.03262641,,,,,
TOK,0.00292329,,,,,
TOKA,0.00000831,,,,,
TOL,0.00575842,,,,,
TOMO,0.48720614,,,,,
TOMOBEAR,0.087,,,,,
TOMOBULL,6.9175,,,,,
TOP2,0.00201923,,,,,
TOPB,0.00463755,,,,,
TOPC,0.00578008,,,,,
TORM,0.03408586,,,,,
TOS,0.00111037,,,,,
TOSC,0.00632075,,,,,
TOUCH,0.00473022,,,,,
TOUR,0.02136844,,,,,
TPC,2.21764893,,,,,
TRAC,0.05533119,,,,,
TRAD,0.00060694,,,,,
TRANSFERCOIN,0.00351951,,,,,
TRAT,0.00199856,,,,,
TRB,7.06614049,,,,,
TRBO,0.00008978,,,,,
TRC,0.0426857,,,,,
TRCL,0.02771397,,,,,
TREASUREFINANCIALCOIN,0.00017957,,,,,
TREX,0.00000898,,,,,
TRIAS,0.00069961,,,,,
TRIO,0.00075616,,,,,
TRK,0.00017957,,,,,
TRM,0.00000221,,,,,
TROLL,0.00035913,,,,,
TROYTRADE,0.00296285,,,,,
TRST,0.00599566,,,,,
TRTL,0.00001207,,,,,
TRTT,0.0019922,,,,,
TRUE,0.26151708,,,,,
TRUMP,0.01512247,,,,,
TRX,0.01600776,,,,,
TRXBEAR,5.893,,,,,
TRXBULL,1.7425,,,,,
TRXC,0.00000221,,,,,
TRYB,0.14357,,,,,
TRYBBEAR,11385,,,,,
TRYBBULL,3209,,,,,
TSHP,0.00906812,,,,,
TT,0.00530025,,,,,
TTC,0.02342767,,,,,
TTN,0.00089783,,,,,
TTP,0.00897834,,,,,
TUBE,0.00773074,,,,,
TUSC,0.0000194,,,,,
TUSD,1.00235761,,,,,
TUX,0.00017957,,,,,
TV,0.26852657,,,,,
TWINS,0.00010235,,,,,
TYC,0.05844897,,,,,
TYT,0.00015444,,,,,
TZC,0.0018116,,,,,
U,0.01106845,,,,,
UAT,0.06554185,,,,,
UBEX,0.00026006,,,,,
UBL,0.00000221,,,,,
UBN,0.00012089,,,,,
UBQ,0.09337469,,,,,
UBT,0.28847694,,,,,
UBU,0.02256992,,,,,
UC,0.00015662,,,,,
UCA,0.00250077,,,,,
UCX,0.15784336,,,,,
UDOO,0.0055051,,,,,
UGAS,0.01610408,,,,,
UGD,0.01339237,,,,,
UIP,0.00406594,,,,,
UIS,0.00063088,,,,,
UKG,0.01041785,,,,,
UMA,2.25764024,,,,,
UMC2,0.03779879,,,,,
UMO,0.00044892,,,,,
UNC,0.00025151,,,,,
UNI,0.00089783,,,,,
UNIFY,0.00421982,,,,,
UNITS,0.00054029,,,,,
UNIUSD,0.00026696,,,,,
UNO,57.45801073,,,,,
UOS,0.00098762,,,,,
UP,0.0016161,,,,,
UPP,0.0150961,,,,,
UPT,0.00089783,,,,,
UPX,0.0000794,,,,,
URAC,0.00037506,,,,,
USAT,0.00008978,,,,,
USC,0.01687927,,,,,
USDC,1.00195912,,,,,
USDEX,0.99760597,,,,,
USDK,1.00071528,,,,,
USDS,0.9545076,,,,,
USDT,0.99991131,,,,,
USDT20,0.99843599,,,,,
USDX2,0.14356359,,,,,
USE,0.00022259,,,,,
USERVICE,0.00655419,,,,,
UT,0.01382728,,,,,
UTIP,0.00089783,,,,,
UTK,0.03033804,,,,,
UTNP,0.00193034,,,,,
UTT,0.15726898,,,,,
UUU,0.0007609,,,,,
UVU,0.00001975,,,,,
VAIP,0.16367506,,,,,
VAL,0.00000029,,,,,
VALOR,0.47469313,,,,,
VARIUS,0.0000018,,,,,
VAULT,1.79566715,,,,,
VBK,0.00466873,,,,,
VCO,0.00089783,,,,,
VDG,0.00040366,,,,,
VDL,0.01226983,,,,,
VDX,0.00062848,,,,,
VECO,0.0004067,,,,,
VECT,0.00368112,,,,,
VEE,0.00129714,,,,,
VEEN,0.00150836,,,,,
VEGI,0.00062848,,,,,
VEIL,0.01606438,,,,,
VEO,18.06441154,,,,,
VERA,0.00005589,,,,,
VERI,4.01303912,,,,,
VERS,14.41911744,,,,,
VEST,0.03357895,,,,,
VET,0.00848288,,,,,
VEX,0.00272362,,,,,
VGR,0.0000706,,,,,
VGTG,4.8036581,,,,,
VGTN,0.00006619,,,,,
VGW,0.05575547,,,,,
VIA,0.17850091,,,,,
VIB,0.01425318,,,,,
VIBE,0.01239071,,,,,
VIDT,0.17679298,,,,,
VIDY,0.00129558,,,,,
VINCI,1.16760502,,,,,
VINDAXCOIN,0.03106766,,,,,
VIP,0.0079997,,,,,
VIPG,0.00066408,,,,,
VITAE,1.33972052,,,,,
VITE,0.01401633,,,,,
VITES,0.00000898,,,,,
VJC,2.81318194,,,,,
VKT,0.00125977,,,,,
VLD,0.0051148,,,,,
VLS,0.07981372,,,,,
VLU,0.00025621,,,,,
VLX,0.08540552,,,,,
VME,0.00014365,,,,,
VNDC,0.00007366,,,,,
VNTCHAIN,0.00064305,,,,,
VOLLAR,0.69494218,,,,,
VOT,0.00035913,,,,,
VRA,0.00076948,,,,,
VRC,0.05198456,,,,,
VREX,0.00005815,,,,,
VRS,0.13075626,,,,,
VRSC,0.10908678,,,,,
VRTN,0.44100543,,,,,
VSC,0.0011724,,,,,
VSF,0.00008978,,,,,
VSL,0.00152632,,,,,
VSX,0.0016161,,,,,
VSYS,0.02566285,,,,,
VTAR,0.00004489,,,,,
VTC,0.26432161,,,,,
VTHO,0.00047912,,,,,
VTX3,0.00718267,,,,,
VULC,0.00044357,,,,,
VULCOIN,0.00026935,,,,,
VXV,0.09903104,,,,,
WAB,0.00000221,,,,,
WABI,0.10262781,,,,,
WADS,28.26215337,,,,,
WAGE,0.00044892,,,,,
WAN,0.19259794,,,,,
WAVES,1.11507932,,,,,
WAX,0.04894325,,,,,
WBBC,0.00429041,,,,,
WBL,0.0005387,,,,,
WBT,0.0003177,,,,,
WBTC,9018.892418,,,,,
WBX,0.00416595,,,,,
WCDC,0.0004589,,,,,
WCH,0.0005387,,,,,
WCO,0.00059257,,,,,
WEB,0.00146275,,,,,
WEBCHAIN,0.00098762,,,,,
WEBD,0.00003089,,,,,
WEBN,0.00000181,,,,,
WEC,0.00161503,,,,,
WEST,0.06075893,,,,,
WETH,221.4997342,,,,,
WFX,0.0003322,,,,,
WGC,0.00035913,,,,,
WGP,0.00831585,,,,,
WGR,0.02583789,,,,,
WHEN,0.00520743,,,,,
WHT,0.00626664,,,,,
WICC,0.19863759,,,,,
WIKEN,0.00147997,,,,,
WIN,0.00008978,,,,,
WINCASH,1.13962016,,,,,
WINGS,0.06190563,,,,,
WINK,0.00007097,,,,,
WIRE,0.00017957,,,,,
WITCHAIN,0.00000719,,,,,
WIX,0.00358797,,,,,
WLF,0.03313006,,,,,
WLLO,0.00023393,,,,,
WLO,0.00185548,,,,,
WMP,0.06994124,,,,,
WMPRO,0.00098762,,,,,
WNL,0.02905899,,,,,
WOM,0.1749569,,,,,
WORLDCOIN,0.00017957,,,,,
WORX,0.00026935,,,,,
WOW,0.00035821,,,,,
WOWNERO,0.03582356,,,,,
WPR,0.00754052,,,,,
WR,0.00000441,,,,,
WRX,0.11731692,,,,,
WSC,0.00100521,,,,,
WSX,0.02558826,,,,,
WTC,0.31468131,,,,,
WTM,0.02469042,,,,,
WTP,0.26117446,,,,,
WXC,0.00068627,,,,,
WXT,0.00986745,,,,,
WXTC,0.0000009,,,,,
WYX,0.00000126,,,,,
X42,0.01571209,,,,,
XANK,0.11464412,,,,,
XAO,0.00017957,,,,,
XAP,0.00003591,,,,,
XAUR,0.03932473,,,,,
XAUT,1773.166028,,,,,
XAX,0.00073622,,,,,
XBA,0.00017957,,,,,
XBASE,0.00132311,,,,,
XBG,0.00457895,,,,,
XBS,0.66664143,,,,,
XBTX,0.01885451,,,,,
XBY,0.01580187,,,,,
XCASH,0.00002116,,,,,
XCF,0.20972803,,,,,
XCHF,1.0287077,,,,,
XCP,0.93300658,,,,,
XCZM,0.00628484,,,,,
XDB,0.0152884,,,,,
XDCE,0.00326201,,,,,
XDN,0.00041639,,,,,
XDNA,0.01077282,,,,,
XEM,0.04140786,,,,,
XEMX,0.17142139,,,,,
XENO,0.00089783,,,,,
XFC,0.00262913,,,,,
XFOC,259.610785,,,,,
XGCS,0.00727245,,,,,
XGOX,0.00001459,,,,,
XGS,0.00369397,,,,,
XHI,0.00000441,,,,,
XHV,1.39870634,,,,,
XIN,0.00134675,,,,,
XIND,0.00001796,,,,,
XIO,0.06376009,,,,,
XIRO,0.00134675,,,,,
XLAB,0.00004528,,,,,
XLM,0.06202964,,,,,
XLN,0.00026935,,,,,
XLPG,0.30843932,,,,,
XLQ,0.07353257,,,,,
XMC,1.20425055,,,,,
XMD,0.01787509,,,,,
XMOO,0.00175839,,,,,
XMR,61.31868543,,,,,
XMV,0.0021548,,,,,
XMX,0.00066019,,,,,
XMY,0.00108884,,,,,
XNB,0.00183644,,,,,
XNK,0.00052742,,,,,
XNS,0.84453314,,,,,
XNS2,0.00924769,,,,,
XNV,0.01472447,,,,,
XOV,0.00005736,,,,,
XPAYPRO,0.00000002,,,,,
XPC,0.00000359,,,,,
XPH,0.00035913,,,,,
XPM,0.02855146,,,,,
XPN,0.004403,,,,,
XPR,0.01540589,,,,,
XPX,0.00066938,,,,,
XQC,0.03826549,,,,,
XQR,0.00043925,,,,,
XRA,0.00559,,,,,
XRC,3.64742103,,,,,
XRD,0.00079915,,,,,
XRM,0.00144969,,,,,
XRP,0.17491595,,,,,
XRPBEAR,285.1,,,,,
XRPBULL,6.93,,,,,
XRPC,0.00000221,,,,,
XSCOIN,0.01641014,,,,,
XSG,0.02612696,,,,,
XSPC,0.00017594,,,,,
XSPEC,0.08775682,,,,,
XST,0.04014572,,,,,
XTA,0.00669813,,,,,
XTNC,0.00035913,,,,,
XTRM,0.34548023,,,,,
XTZ,2.30817966,,,,,
XTZBEAR,5.656,,,,,
XTZBULL,672.25,,,,,
XUC,0.89119482,,,,,
XUEZ,0.01337772,,,,,
XVG,0.00627923,,,,,
XVP,0.00386068,,,,,
XWP,0.03777525,,,,,
XXA,0.13278959,,,,,
XYO,0.0003933,,,,,
XZC,4.31433881,,,,,
YAP,0.01863192,,,,,
YCC,0.00579587,,,,,
YCE,0.00044892,,,,,
YEC,0.10378793,,,,,
YEE,0.00142585,,,,,
YEED,0.00016177,,,,,
YLC,0.00042801,,,,,
YLD,0.00593223,,,,,
YNN,0.00002868,,,,,
YO,878.6212049,,,,,
YOC,0.00035512,,,,,
YOU,0.0131433,,,,,
YOUC,0.095906,,,,,
YOYOW,0.00867685,,,,,
YTN,0.00053892,,,,,
ZAG,1.79566715,,,,,
ZAIF,0.00108216,,,,,
ZANO,0.49586562,,,,,
ZAP,0.00277132,,,,,
ZAT,0.00060518,,,,,
ZB,0.21778659,,,,,
ZBA,0.00005387,,,,,
ZCC,0.00157121,,,,,
ZCN,0.11009921,,,,,
ZCR,0.0218212,,,,,
ZDX,0.00000013,,,,,
ZEC,51.8224307,,,,,
ZEL,0.0411383,,,,,
ZEN,6.66354307,,,,,
ZEONN,0.00049502,,,,,
ZER,0.09459982,,,,,
ZET,0.00040505,,,,,
ZEUS,0.00000045,,,,,
ZFL,0.00145613,,,,,
ZIK,0.00024092,,,,,
ZIL,0.01567787,,,,,
ZJLT,0.00061893,,,,,
ZLA,0.00430894,,,,,
ZLN,0.00044892,,,,,
ZLW,2.99324554,,,,,
ZMN,0.00080805,,,,,
ZMY,0.00093375,,,,,
ZND,0.00007183,,,,,
ZNN,2.31196862,,,,,
ZNZ,0.02278376,,,,,
ZOC,0.00205575,,,,,
ZP,0.01001641,,,,,
ZPAE,0.01116553,,,,,
ZPAY,0.00012031,,,,,
ZPR,0.0004159,,,,,
ZRC,0.71395726,,,,,
ZRX,0.32992219,,,,,
ZSC,0.00019424,,,,,
ZTC,0.0000009,,,,,
ZUM,0.00143653,,,,,
ZXC,0.0007904,,,,,
ZYN,3.31615003,,,,,
